FEED URL	TAGS STRING	FEED DESCRIPTION	ABOUT PAGE	COMPANY GAME
twitter://obsidian	"obsidianentertainment","thirdparty","studio","america","pr","rpg"	Official Twitter Account of Obsidian Entertainment	http://www.obsidian.net/jobs/open-positions	Fallout New Vegas
youtube://ObsidianEnt	"obsidianentertainment","thirdparty","studio","america","pr","rpg"	Official Youtube Channel of  Obsidian Entertainment	http://www.obsidian.net/jobs/open-positions	Fallout New Vegas
facebook://165852613451752	"oddworlinhabitants","thirdparty","studio","america","pr","generic"	Official Facebook Page of Oddworld Inhabitants	http://www.oddworld.com/about/	Abe's Oddysee
http://www.oddworld.com/feed/	"oddworlinhabitants","thirdparty","studio","america","pr","generic"	Official News Feed of Oddworld Inhabitants	http://www.oddworld.com/about/	Abe's Oddysee
twitter://oddworldinc	"oddworlinhabitants","thirdparty","studio","america","pr","generic"	Official Twitter Account of Oddworld Inhabitants	http://www.oddworld.com/about/	Abe's Oddysee
youtube://oddworldinhabitants	"oddworlinhabitants","thirdparty","studio","america","pr","generic"	Official Youtube Channel of Oddworld Inhabitants	http://www.oddworld.com/about/	Abe's Oddysee
facebook://179874216386	"pendulostudios","thirdparty","studio","europe","pr","adventure"	Official Facebook Page of Pendulo Studios	http://www.pendulo-studios.com/EN%20pendulo.html	Runaway series
twitter://pendulostudios	"pendulostudios","thirdparty","studio","europe","pr","adventure"	Official Twitter Account of Pendulo Studios	http://www.pendulo-studios.com/EN%20pendulo.html	Runaway series
youtube://PenduloStudios	"pendulostudios","thirdparty","studio","europe","pr","adventure"	Official Youtube Channel of Pendulo Studios	http://www.pendulo-studios.com/EN%20pendulo.html	Runaway series
http://www.peoplecanfly.com/blog/feed/	"peoplecanfly","thirdparty","studio","europe","pr","generic"	Official News Feed of People Can Fly	http://www.peoplecanfly.com/blog/	Bulletstorm 
youtube://PeopleCanFlyEpic	"peoplecanfly","thirdparty","studio","europe","pr","generic"	Official Youtube Channel of People Can Fly	http://www.peoplecanfly.com/blog/	Bulletstorm 
facebook://115736333788	"petroglyph","independent","studio","america","pr","generic"	Official Facebook Page of Petroglyph	http://www.petroglyphgames.com/aboutus	Star Wars: Empire at War 
twitter://petroglyphgames	"petroglyph","independent","studio","america","pr","generic"	Official Twitter Account of Petroglyph	http://www.petroglyphgames.com/aboutus	Star Wars: Empire at War 
youtube://petroglyphgames	"petroglyph","independent","studio","america","pr","generic"	Official Youtube Channel of Petroglyph	http://www.petroglyphgames.com/aboutus	Star Wars: Empire at War 
twitter://amaya_pixel	,"indie",,"japan","people","generic"	Official Twitter Account of Daisuke Amaya aka Pixel: Creator of Cave Story		Cave Story
facebook://19840559024	"platinumgames","independent","studio","japan","pr","generic"	Official Facebook Page of Platinum Games	http://platinumgames.com/about/	Bayonetta
http://feeds.feedburner.com/PlatinumGames	"platinumgames","independent","studio","japan","pr","generic"	Official Platinum Games News Feed	http://platinumgames.com/about/	Bayonetta
twitter://platinumgames	"platinumgames","independent","studio","japan","pr","generic"	Official Twitter Account of Platinum Games	http://platinumgames.com/about/	Bayonetta
youtube://platinumgames	"platinumgames","independent","studio","japan","pr","generic"	Official Youtube Channel of Platinum Games	http://platinumgames.com/about/	Bayonetta
twitter://DinoPatti	,"indie",,"europe","people","experimental"	Official Twitter Account of Dino Patti: Ceo of PlayDead	http://limbogame.org/company/	Limbo
http://eu.gran-turismo.com/gb/rss/1.0/news.xml	"polyphonydigital","sony","studio","japan","pr","racing"	Official News Feed of Polyphony Digital	http://www.polyphony.co.jp/english/	Gran Turismo series
youtube://PolyphonyDigitalGT5	"polyphonydigital","sony","studio","japan","pr","racing"	Official Youtube Channel of Polyphony Digital	http://www.polyphony.co.jp/english/	Gran Turismo series
http://polytroncorporation.com/feed	"polytron","indie","studio","america","pr","generic"	Official News Feed of Polytron	http://polytroncorporation.com/about	Fez
twitter://polytron	"polytron","indie","studio","america","pr","generic"	Official Twitter Account of Polytron	http://polytroncorporation.com/about	Fez
facebook://10154539995	"popcap","thirdparty","studio","america","pr","generic"	Official Facebook Page of PopCap Games	http://www.popcap.com/about-us	Plants Vs Zombie
youtube://PopCapChannel	"popcap","thirdparty","studio","america","pr","generic"	Official Youtube Channel of PopCap Games	http://www.popcap.com/about-us	Plants Vs Zombie
http://blog.popcap.com/feed/	"popcap","thirdparty","studio","america","pr","generic"	Official News Feed of PopCap Games	http://www.popcap.com/about-us	Plants Vs Zombie
twitter://PopCap	"popcap","thirdparty","studio","america","pr","generic"	Official Twitter Account of PopCap Games	http://www.popcap.com/about-us	Plants Vs Zombie
twitter://nakayuji	,,,"japan","people","generic"	Official Twitter Account of Yuji Naka: Founder of Prope & Lead Programmer of Sonic The Hedgedog		Sonic The Hedgedog
twitter://PixelJunkNews	"q-games","thirdparty","studio","japan","pr","generic"	Official Twitter Account of Q-Games	http://www.q-games.com/profile.php	Starfox64 3D
http://www.qentertainment.com/eng/index.xml	"qentertainment","thirdparty","studio","japan","pr","generic"	Official News Feed of Q Entertainment	http://www.qentertainment.com/eng/ee0000/ee1000/	Rez
twitter://Mizuguchitter	,,,"japan","people","generic"	Official Twitter Account of Tetsuya Mizuguchi: Chief Officer of Q Entertainment and Game Designer of Rez		Rez
twitter://Q_Entertainment	"qentertainment","thirdparty","studio","japan","pr","generic"	Official Twitter Account of Q Entertainment	http://www.qentertainment.com/eng/ee0000/ee1000/	Rez
http://www.quanticdream.com/en/rss	"quanticdreams","sony","studio","europe","pr","generic"	Official News Feed of Quantic Dreams		Heavy Rain
twitter://CageDavid	,,,"europe","people","generic"	Official Twitter Account of David Cage: Founder & CEO of Quantic Dream		Heavy Rain
youtube://QuanticDreamGames 	"quanticdreams","sony","studio","europe","pr","generic"	Official Youtube Channel of Quantic Dreams		Heavy Rain
twitter://queasy00	,"indie",,"america","people","generic"	Official Twitter Account of Jonathan Mak: Founder of Queasy Games	http://www.queasygames.com/	Everyday Shooter  
facebook://136128606405154	"rare","microsoft","studio","europe","pr","generic"	Official Facebook Page of Rare	http://www.rare.net/company#mainContentBody	Banjo-Kazooie: Nuts & Bolts 
http://rare.co.uk/blog/feed/ 	"rare","microsoft","studio","europe","devblog","generic"	Official News Feed of Rare	http://www.rare.net/company#mainContentBody	Banjo-Kazooie: Nuts & Bolts 
twitter://RareLtd	"rare","microsoft","studio","europe","pr","generic"	Official Twitter Account of Rare	http://www.rare.net/company#mainContentBody	Banjo-Kazooie: Nuts & Bolts 
youtube://RareLimited 	"rare","microsoft","studio","europe","pr","generic"	Official Youtube Channel of Rare	http://www.rare.net/company#mainContentBody	Banjo-Kazooie: Nuts & Bolts 
facebook://133210400043895	"realitypump","thirdparty","studio","europe","pr","generic"	Official Facebook Page of Reality Pump	http://www.realitypump.com/en/company.html	Two Worlds
twitter://Reality_Pump	"realitypump","thirdparty","studio","europe","pr","generic"	Official Twitter Account of Reality Pump	http://www.realitypump.com/en/company.html	Two Worlds
twitter://relicgames	"relicgames","thirdparty","studio","america","pr","rts"	Official Twitter Account of Relic Games	http://www.relic.com/about/	Warhammer 40,000
facebook://174252906165	"remedygames","thirdparty","studio","europe","pr","generic"	Official Facebook Page of Remedy Games	http://remedygames.com/studio/	Alan Wake
http://remedygames.com/feed/	"remedygames","thirdparty","studio","europe","pr","generic"	Official News Feed of Remedy Games	http://remedygames.com/studio/	Alan Wake
twitter://remedygames	"remedygames","thirdparty","studio","europe","pr","generic"	Official Twitter Account of Remedy Games	http://remedygames.com/studio/	Alan Wake
youtube://RemedyGames	"remedygames","thirdparty","studio","europe","pr","generic"	Official Youtube Channel of Remedy Games	http://remedygames.com/studio/	Alan Wake
http://joolswatsham.blogspot.com/feeds/posts/default	,"indie",,"america","people","generic"	Official News Feed of Jools Watsham: Founder of Renegade Kid	http://www.renegadekid.com/company.htm	Dementium
twitter://JoolsWatsham	,"indie",,"america","people","generic"	Official Twitter Account of Jools Watsham: Founder of Renegade Kid	http://www.renegadekid.com/company.htm	Dementium
facebook://226841837428797	"retrostudios","nintendo","studio","america","pr","generic"	Official Facebook Page of Retro Studios	http://www.retrostudios.com/retro.asp	Metroid Prime series
twitter://vonkoz	"retrostudios","nintendo","studio","america","pr","generic"	Official Twitter Account of Erik Kozlowsky: Artist for Retro Studios	http://www.retrostudios.com/retro.asp	Metroid Prime series
facebook://127239338857	"revolutionsoftware","thirdparty","studio","europe","pr","adventure"	Official Facebook Page of Revolution Software	http://www.facebook.com/revolutionsoftware/info	Broken Sword series
http://revolution.co.uk/news/feeds/latest/	"revolutionsoftware","thirdparty","studio","europe","pr","adventure"	Official News Feed of Revolution Software	http://www.facebook.com/revolutionsoftware/info	Broken Sword series
twitter://revbot	"revolutionsoftware","thirdparty","studio","europe","pr","adventure"	Official Twitter Account of Revolution Software	http://www.facebook.com/revolutionsoftware/info	Broken Sword series
facebook://317998471601271	"ripstone","thirdparty","distributor","worldwide","pr","generic"	Official Facebook Page of Ripstone	http://www.ripstone.com/#work	
twitter://ripstonegames	"ripstone","thirdparty","distributor","worldwide","pr","generic"	Official Twitter Account of Ripstone	http://www.ripstone.com/#work	
facebook://122125238635	"risingstar","thirdparty","distributor","worldwide","pr","generic"	Official Facebook Page of Rising Star Games	http://www.risingstargames.com/page.aspx?page=corporate-information	
flickr://72431563@N06	"risingstar","thirdparty","distributor","worldwide","pr","generic"	Official Flickr Account of Rising Star Games	http://www.risingstargames.com/page.aspx?page=corporate-information	
tumblr://risingstargames	"risingstar","thirdparty","distributor","worldwide","pr","generic"	Official Tumblr Account of Rising Star Games	http://www.risingstargames.com/page.aspx?page=corporate-information	
twitter://risingstargames	"risingstar","thirdparty","distributor","worldwide","pr","generic"	Official Twitter Account of Rising Star Games	http://www.risingstargames.com/page.aspx?page=corporate-information	
youtube://RisingStarGames	"risingstar","thirdparty","distributor","worldwide","pr","generic"	Official Youtube Channel of Rising Star Games	http://www.risingstargames.com/page.aspx?page=corporate-information	
http://www.rockstargames.com/newswire.rss	"rockstar","thirdparty","publisher","worldwide","pr","generic"	Official News Feed of Rockstar Games	http://www.rockstargames.com/#/?lb=corpinfo	GTA series
twitter://RockstarGames	"rockstar","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Rockstar Games	http://www.rockstargames.com/#/?lb=corpinfo	GTA series
youtube://rockstargames	"rockstar","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of Rockstar Games	http://www.rockstargames.com/#/?lb=corpinfo	GTA series
twitter://RocksteadyGames	"rocksteadystudios","thirdparty","studio","europe","pr","generic"	Official Twitter Account of Rocksteady Studios	http://www.rocksteadyltd.com/company.html	Batman Arkham series
youtube://ronimogames	"ronimogames","thirdparty","studio","europe","pr","generic"	Official Youtube Channel of Ronimo Games	http://www.ronimo-games.com/	Awesomenauts 
twitter://RonimoGames	"ronimogames","thirdparty","studio","europe","pr","generic"	Official Twitter Account of Ronimo Games	http://www.ronimo-games.com/	Awesomenauts 
facebook://177854561890	"ronimogames","thirdparty","studio","europe","pr","generic"	Official Facebook Page of Ronimo Games	http://www.ronimo-games.com/	Awesomenauts 
http://joostdevblog.blogspot.com/feeds/posts/default	"ronimogames","thirdparty","studio","europe","devblog","generic"	Official Devblog of Joost Van Dongen: Lead Programmer & Co-founder of Ronimo Games	http://www.ronimo-games.com/	Awesomenauts 
twitter://JoostDevBlog	"ronimogames","thirdparty","studio","europe","devblog","generic"	Official Twitter Account of Joost Van Dongen: Lead Programmer & Co-founder of Ronimo Games	http://www.ronimo-games.com/	Awesomenauts 
facebook://44094657327	"ruffiangames","independent","studio","europe","pr","generic"	Official Facebook Page of Ruffian Games	http://www.ruffiangames.com/	Crackdown 2
twitter://ruffiangames	"ruffiangames","independent","studio","europe","pr","generic"	Official Twitter Account of Ruffian Games	http://www.ruffiangames.com/	Crackdown 2
twitter://runicgames	"runicgames","thirdparty","studio","america","pr","rpg"	Official Twitter Account of Runic Games	http://www.runicgames.com/about	Torchlight series
youtube://runicgames	"runicgames","thirdparty","studio","america","pr","rpg"	Official Youtube Channel of Runic Games	http://www.runicgames.com/about	Torchlight series
facebook://311680968918229	"saberinteractive","independent","studio","europe","pr","generic"	Official Facebook Page of Saber Interactive	http://www.saber3d.com/en/studio/	Inversion
twitter://TweetsSaber	"saberinteractive","independent","studio","europe","pr","generic"	Official Twitter Account of Saber Interactive	http://www.saber3d.com/en/studio/	Inversion
facebook://28248536795	"sega","thirdparty","publisher","worldwide","pr","generic"	Official Facebook Page of Sega	http://www.sega.com/?t=EnglishUSA	
flickr://23380910@N04	"sega","thirdparty","publisher","worldwide","pr","generic"	Official Flickr Account of Sega	http://www.sega.com/?t=EnglishUSA	
http://blogs.sega.com/feed	"sega","thirdparty","publisher","worldwide","pr","generic"	Official Sega Games News Feed	http://www.sega.com/?t=EnglishUSA	
twitter://sega	"sega","thirdparty","publisher","worldwide","pr","generic"	Official Twitter Account of Sega	http://www.sega.com/?t=EnglishUSA	
youtube://SegaAmerica	"sega","thirdparty","publisher","worldwide","pr","generic"	Official Youtube Channel of Sega	http://www.sega.com/?t=EnglishUSA	
facebook://319115778144754	"serellan","indie","studio","america","pr","generic"	Official Facebook Page of Serellan	http://serellan.com/sample-page/	Takedown project
flickr://77756297@N07	"serellan","indie","studio","america","pr","generic"	Official Flickr Account of Serellan	http://serellan.com/sample-page/	Takedown project
twitter://Serellan	,,,"america","people","generic"	Official Twitter Account of Christian Allen:  Game Designer 	http://serellan.com/sample-page/	Tom Clancy’s Ghost Recon series
twitter://ShinenGames	"shinenmultimedia","nintendo","studio","europe","pr","generic"	Official Twitter Account of Shin'en Multimedia	http://www.shinen.com/company/	Nano Assault NEO 
